scenario,step,G_gas,y_CO2,rl_capture,rl_energy,rl_L,rl_alpha,rl_T,rl_Tic,rl_flood,pid_capture,pid_energy,pid_L,pid_alpha,pid_T,pid_flood
1,51,1.25,0.13,57.83268737792969,3.6284282207489014,2.000073817317689,0.18009440453188413,31.40994299363973,39.93333633182597,0.7052181409247318,65.40345764160156,3.641580820083618,2.1927300409672723,0.180000822094671,30.0,0.7073696582715379
1,52,1.25,0.13,58.02997970581055,3.628286600112915,2.000049211545126,0.1800755236255073,31.17812670382054,39.94313695724608,0.7049004493148827,65.40339660644531,3.64158034324646,2.1927272131839106,0.1800006576757368,30.0,0.7073695995657768
1,53,1.25,0.13,58.2091178894043,3.628297805786133,2.000032807696751,0.18006041890040583,30.9464939990376,39.95236807974653,0.7045830931375036,65.40343475341797,3.641580820083618,2.192727972851774,0.18000052614058945,30.0,0.7073696169951256
1,54,1.25,0.13,58.3662109375,3.6284382343292236,2.0000218717978338,0.18004833512032467,30.715215049186575,39.96145033095946,0.7042662545575793,65.4034194946289,3.641580820083618,2.192726800830219,0.18000042091247156,30.0,0.7073695930135496
1,55,1.25,0.13,58.52790832519531,3.628772258758545,2.0000145811985557,0.18003866809625974,30.48434139297616,39.970708256272935,0.7039499713352407,65.40343475341797,3.64158034324646,2.192726782421969,0.18000033672997726,30.0,0.707369593415836
1,56,1.25,0.13,58.689857482910156,3.629136800765991,2.0000097207990373,0.1800309344770078,30.25392077897346,39.98031927237452,0.7036342878466086,65.40343475341797,3.64158034324646,2.19272615979824,0.1800002693839818,30.0,0.7073695807839047
1,57,1.25,0.13,58.773197174072266,3.6293869018554688,2.0000064805326914,0.18002474758160625,30.12696038948673,39.990326324679266,0.7034603310268327,65.40343475341797,3.641580820083618,2.192725846441014,0.18000021550718545,30.0,0.7073695746150463
1,58,1.25,0.13,58.815181732177734,3.629523992538452,2.0000043203551274,0.180019798065285,30.063480194743363,40.00068855300755,0.7033733522995868,65.40343475341797,3.641580820083618,2.192725637536197,0.18000017240574837,30.0,0.7073695705702756
1,59,1.25,0.13,58.83684158325195,3.6296026706695557,2.0000028802367518,0.18001583845222802,30.03174009737168,40.01136656826985,0.7033298675908626,65.40343475341797,3.64158034324646,2.1927254982663187,0.18000013792459868,30.0,0.7073695679280031
2,0,1.0,0.08,95.33704376220703,4.196864604949951,4.971855516235034,0.26904540503025054,39.90828196518123,38.02341793850064,0.6289489510052791,97.41424560546875,3.983583450317383,4.0,0.252,35.0,0.6037636016719469
2,1,1.0,0.08,95.455078125,4.178895473480225,4.902102268404431,0.2675538553714752,39.79397387243807,38.05112869665027,0.6273791149636316,98.07654571533203,3.8587241172790527,3.3333333333333335,0.2376,32.5,0.5884355303098516
2,2,1.0,0.08,95.5914535522461,4.15891170501709,4.805192623977308,0.2655993427371979,39.661400308832526,38.07747321622446,0.6252410208905909,98.71186828613281,3.797792911529541,2.888888888888889,0.22608,31.25,0.5790654047602446
2,3,1.0,0.08,95.76724243164062,4.134830474853516,4.69150852954682,0.26338901686954497,39.52854823321104,38.104292934411205,0.6227769542907512,99.0768051147461,3.750613212585449,2.5925925925925926,0.216864,30.625,0.57320801276404
2,4,1.0,0.08,95.9833755493164,4.110426425933838,4.5730500058750065,0.2609885033630371,39.398985244333744,38.13483423550497,0.6202405400965947,99.29813385009766,3.722395181655884,2.3950617283950617,0.2094912,30.3125,0.5694872619705755
2,5,1.0,0.08,96.21134185791016,4.0860819816589355,4.4537509049918755,0.25847469660942074,39.27614586427808,38.16939622906648,0.6177159726173094,99.27608489990234,3.7077836990356445,2.263374485596708,0.20359296,30.15625,0.5670964086287305
2,6,1.0,0.08,96.42999267578125,4.061406135559082,4.335618965555993,0.25587082793954463,39.15766030550003,38.20639089237193,0.6152401389475936,99.43037414550781,3.6982460021972656,2.1755829903978054,0.198874368,30.078125,0.565547519617762
2,7,1.0,0.08,96.64800262451172,4.0368266105651855,4.218257474554755,0.2531970637293136,39.0414475928992,38.2438130170799,0.6128016787184334,99.66952514648438,3.6911373138427734,2.11705532693187,0.1950994944,30.0390625,0.5645383883741734
2,8,1.0,0.08,96.87609100341797,4.013453006744385,4.101243686446334,0.2504631102682333,38.925527120009065,38.28048048751032,0.6103892552650694,99.85173034667969,3.6875290870666504,2.078036884621247,0.19207959551999998,30.01953125,0.5638784405005812
2,9,1.0,0.08,97.11433410644531,3.9898455142974854,3.984051108703868,0.24768286483297197,38.80926625337452,38.31632126908917,0.6079913833079249,99.9866943359375,3.6858444213867188,2.052024589747498,0.189663676416,30.009765625,0.563445863458987
2,10,1.0,0.08,97.34137725830078,3.9646244049072266,3.8665786338156174,0.24487136758811828,38.69271270232275,38.352174372371614,0.6056059060790823,100.0,3.6851651668548584,2.034683059831665,0.18773094113279998,30.0048828125,0.5631620119735684
2,11,1.0,0.08,97.5079345703125,3.9428811073303223,3.7490507158839512,0.24204476553159995,38.57626672950573,38.38930124402257,0.6032373634030473,100.0,3.684873580932617,2.023122039887777,0.18618475290623998,30.00244140625,0.5629757368904882
2,12,1.0,0.08,97.65074920654297,3.920731782913208,3.6320279302334657,0.2392162614699844,38.460141546675004,38.42886579549564,0.6008963530156854,100.0,3.6849701404571533,2.015414693258518,0.18494780232499197,30.001220703125,0.5628535963116895
2,13,1.0,0.08,97.72417449951172,3.900770902633667,3.5161074167911126,0.23639445874187495,38.344304904167075,38.47154269344641,0.5985936002067622,100.0,3.6852145195007324,2.0102764621723455,0.18395824185999357,30.0006103515625,0.5627736451309844
2,14,1.0,0.08,97.73414611816406,3.8831679821014404,3.4017485722186773,0.23358396651818866,38.22848682189942,38.51738684013604,0.5963366936480218,100.0,3.6854586601257324,2.0068509747815635,0.18316659348799486,30.00030517578125,0.5627214475601031
2,15,1.0,0.16,84.57971954345703,3.6827476024627686,3.2891880973698435,0.23078582038461776,38.11231153966219,38.56598032261799,0.5941287704353575,65.87371063232422,3.632021903991699,2.0045673165210425,0.18253327479039588,30.000152587890625,0.562687493762846
2,16,1.0,0.16,83.02960205078125,3.683755397796631,3.2013650258065423,0.22807691443943667,37.98284446795151,38.615575155096096,0.592376881739522,72.95178985595703,3.6306686401367188,2.2528859701082666,0.18202661983231672,30.000076293945312,0.5669077937816303
2,17,1.0,0.16,82.09442138671875,3.684803009033203,3.1338953544071093,0.22525793755240192,37.84045996597342,38.668057823094045,0.5909947536393353,69.9419174194336,3.6303255558013916,2.1685906467388443,0.18162129586585338,30.000038146972656,0.5654723462395163
2,18,1.0,0.16,81.26165008544922,3.685229539871216,3.0678110067212434,0.2224336611464576,37.70016036688503,38.71640841756468,0.5896461868844063,67.99565887451172,3.6312294006347656,2.112393764492563,0.1812970366926827,30.000019073486328,0.5645198174647139
2,19,1.0,0.16,80.40176391601562,3.6850268840789795,2.9986407626694342,0.2195625199365581,37.55555874082802,38.760238249906,0.5882424050942001,67.55082702636719,3.6319077014923096,2.0830199966408753,0.18103762935414616,30.000009536743164,0.5640238824652002
2,20,1.0,0.16,79.42959594726562,3.684763193130493,2.925208597772711,0.2166746803214522,37.41033800585001,38.80289579180207,0.5867667548885772,67.5211410522461,3.6322505474090576,2.065290156045089,0.18083010348331693,30.000004768371582,0.563725340456497
2,21,1.0,0.16,78.23466491699219,3.6832640171051025,2.851637381037668,0.21376851214689985,37.26552374980315,38.84812152861022,0.5852958843242991,67.4750747680664,3.63252854347229,2.051494249130971,0.18066408278665355,30.00000238418579,0.5634932924258742
2,22,1.0,0.16,76.88065338134766,3.680433511734009,2.7802476236608924,0.21086102076350033,37.122875481578035,38.89740259661591,0.5838733050321878,67.46851348876953,3.632709503173828,2.043634614166741,0.18053126622932283,30.000001192092896,0.5633614630173479
2,23,1.0,0.16,75.4236068725586,3.677572727203369,2.7123174143342377,0.20795410624526642,36.98144707908597,38.950236865402694,0.5825201926360585,67.47588348388672,3.632842540740967,2.038306458272619,0.18042501298345826,30.000000596046448,0.5632722499059764
2,24,1.0,0.16,74.08880615234375,3.6747093200683594,2.6474522530624074,0.20504558887189786,36.83959004043473,39.005153621725874,0.5812268260098461,67.48644256591797,3.632943630218506,2.034464945977319,0.1803400103867666,30.000000298023224,0.5632080087904819
2,25,1.0,0.16,72.86630249023438,3.6707608699798584,2.5847317949906854,0.20212547141199239,36.695530784981614,39.06065649587578,0.5799742584552892,67.4971694946289,3.6330206394195557,2.031601101680192,0.18027200830941328,30.000000149011612,0.5631601611152607
2,26,1.0,0.16,71.89237213134766,3.6691997051239014,2.5230921215713598,0.19918636309413057,36.54836601005602,39.1156887011736,0.5787422653321592,67.50680541992188,3.6330814361572266,2.0294047017386174,0.18021760664753061,30.000000074505806,0.5631234870013335
2,27,1.0,0.16,70.99151611328125,3.6675045490264893,2.461733066623448,0.19622370653198512,36.3980991783818,39.16981507408037,0.5775165693754587,67.51499938964844,3.6331288814544678,2.0276907504592083,0.18017408531802448,30.000000037252903,0.5630948797804296
2,28,1.0,0.16,70.1568374633789,3.6652114391326904,2.400283126879095,0.19324061069167733,36.24535730198425,39.223092960812444,0.5762912649911031,67.52173614501953,3.633167028427124,2.02633922345067,0.1801392682544196,30.00000001862645,0.5630723274622532
2,29,1.0,0.16,69.05919647216797,3.6620256900787354,2.338848906116922,0.19059248855334188,36.09077510468862,39.27594393386807,0.5750661651106307,67.52726745605469,3.63319730758667,2.025268273397452,0.18011141460353566,30.000000009313226,0.5630544602492631
2,30,1.0,0.16,67.66674041748047,3.659524917602539,2.278066133157902,0.1884739908426735,35.93449695523928,39.328843690715665,0.5738510083309728,67.53173828125,3.63322114944458,2.024414841363275,0.18008913168282853,30.000000004656613,0.5630402234522761
2,31,1.0,0.16,66.03301239013672,3.6580841541290283,2.218871021028355,0.18677919267413878,35.7759417338488,39.38211685869372,0.5726621020855951,67.53530883789062,3.6332406997680664,2.023733734574215,0.1800713053462628,30.000000002328306,0.5630288621845816
2,32,1.0,0.16,64.45011138916016,3.6573429107666016,2.161869410636356,0.18542335413931102,35.61428618273723,39.43566343421229,0.5715093644912936,67.53817749023438,3.63325572013855,2.0231904503281224,0.18005704427701025,30.000000001164153,0.5630198005170076
2,33,1.0,0.16,62.97930145263672,3.65657901763916,2.1079129404242374,0.18433868331144881,35.44879386495346,39.48895464162426,0.5704067526858981,67.54049682617188,3.6332685947418213,2.022756442796873,0.1800456354216082,30.000000000582077,0.5630125618507771
2,34,1.0,0.16,62.12763977050781,3.6545636653900146,2.071941960282825,0.18347094664915906,35.2790605198383,39.541212186159726,0.5696097701227207,67.54234313964844,3.6332783699035645,2.0224089175937485,0.18003650833728657,30.00000000029104,0.5630067656648801
2,35,1.0,0.16,61.6158561706543,3.652151584625244,2.0479613068552167,0.18277675731932724,35.105541903328884,39.59180759319908,0.5690142733188072,67.54380798339844,3.633286237716675,2.02213115258203,0.18002920666982924,30.00000000014552,0.5630021331065486
2,36,1.0,0.16,61.34806442260742,3.6501388549804688,2.0319742045701443,0.1822214058554618,34.92917052274048,39.64032631861882,0.5685521009086036,67.54501342773438,3.6332924365997314,2.0219094565390616,0.18002336533586338,30.00000000007276,0.5629984358202451
2,37,1.0,0.16,61.26517105102539,3.6481189727783203,2.021316136380096,0.18177712468436943,34.750595068509874,39.68683558526145,0.5681781179926415,67.54595947265625,3.6332974433898926,2.021731243324218,0.18001869226869072,30.00000000003638,0.5629954635761012
2,38,1.0,0.16,61.26972961425781,3.646209239959717,2.014210757586731,0.18142169974749556,34.57053900414482,39.73164216611073,0.5678626915878257,67.54670715332031,3.6333014965057373,2.021588935979166,0.18001495381495258,30.00000000001819,0.5629930902445498
2,39,1.0,0.16,61.33455276489258,3.6443707942962646,2.009473838391154,0.18113735979799644,34.38932788883038,39.77502651265011,0.5675859691851,67.54733276367188,3.6333045959472656,2.021475448693142,0.18001196305196207,30.000000000009095,0.5629911976439742
2,40,1.0,0.16,61.39987564086914,3.6421501636505127,2.0063158922607696,0.18090988783839715,34.206945110804774,39.8171073015602,0.567334503168487,67.54780578613281,3.633307456970215,2.021383921361834,0.18000957044156965,30.000000000004547,0.5629896711289459
2,41,1.0,0.16,61.48787307739258,3.6399612426757812,2.004210594840513,0.18072791027071772,34.02308932353901,39.85781386334982,0.5670990376966006,67.54818725585938,3.6333093643188477,2.021311306461275,0.18000765635325572,30.000000000002274,0.5629884601638901
2,42,1.0,0.16,61.5865478515625,3.6378369331359863,2.0028070632270087,0.18058232821657416,33.83740733767473,39.89696054820837,0.5668732532300707,67.54850006103516,3.6333107948303223,2.0212533343530894,0.18000612508260458,30.000000000001137,0.562987493417095
2,43,1.0,0.16,61.68818664550781,3.636436700820923,2.0018713754846726,0.18046586257325933,33.64966288869542,39.934317927753526,0.5666529480065654,67.54875946044922,3.6333117485046387,2.0212068025732837,0.18000490006608366,30.00000000000057,0.5629867174220868
2,44,1.0,0.16,61.759124755859375,3.6357758045196533,2.0012475836564483,0.18037269005860745,33.4597588270404,39.96970583052047,0.5664353956325072,67.54894256591797,3.6333131790161133,2.0211692201074496,0.18000392005286692,30.000000000000284,0.562986090603429
2,45,1.0,0.16,61.81858444213867,3.635110855102539,2.000831722437632,0.18029815204688596,33.26772584279369,40.00303826681791,0.5662188894484729,67.54912567138672,3.633314371109009,2.0211397909440287,0.18000313604229354,30.000000000000142,0.5629855998940149
2,46,1.0,0.16,61.86305236816406,3.634195566177368,2.000554481625088,0.18023852163750875,33.073692473942984,40.0343319434823,0.5660024148793005,67.54922485351562,3.633314609527588,2.0211152886892485,0.18000250883383484,30.00000000000007,0.5629851911477397
2,47,1.0,0.16,61.91495895385742,3.63364839553833,2.0003696544167253,0.180190817310007,32.877835530502075,40.063664419657655,0.5657853990754107,67.5493392944336,3.633315324783325,2.02109686848489,0.18000200706706787,30.000000000000036,0.5629848840875425
2,48,1.0,0.16,61.93994140625,3.633883476257324,2.0002464362778167,0.1801526538480056,32.68031335980319,40.091144193373935,0.5655675074279709,67.54943084716797,3.6333160400390625,2.0210814348655775,0.1800016056536543,30.000000000000018,0.5629846266718908
2,49,1.0,0.16,61.95445251464844,3.6341288089752197,2.000164290851878,0.18012212307840447,32.48121718682658,40.116868673200024,0.5653485035107919,67.54947662353516,3.6333162784576416,2.0210688569676765,0.18000128452292344,30.000000000000007,0.5629844168419812
2,50,1.0,0.16,61.98581314086914,3.6342318058013916,2.0001095272345855,0.18009769846272358,32.28058033060437,40.14091516413976,0.5651282013996631,67.54954528808594,3.6333162784576416,2.0210595561750657,0.18000102761833875,30.000000000000004,0.5629842618268914
2,51,1.0,0.16,62.02447509765625,3.6342055797576904,2.00007301815639,0.18007815877017885,32.078465551120075,40.16332354003519,0.5649065228697349,67.5495834350586,3.6333162784576416,2.0210513720040804,0.180000822094671,30.0,0.562984125269673
2,52,1.0,0.16,62.063758850097656,3.63397216796875,2.0000486787709266,0.1800625270161431,31.87491974419953,40.18410527422991,0.5646834223393431,67.54960632324219,3.633316993713379,2.021045102088007,0.1800006576757368,30.0,0.5629840207046802
2,53,1.0,0.16,62.10355758666992,3.633728265762329,2.0000324525139512,0.18005002161291447,31.669971442776927,40.20327498400093,0.5644588672018382,67.54964447021484,3.6333167552948,2.021040413517656,0.18000052614058945,30.0,0.5629839425760815
2,54,1.0,0.16,62.14395523071289,3.633474826812744,2.000021635009301,0.1800400172903316,31.463655812197928,40.22086190078039,0.5642328539559458,67.54966735839844,3.633316993713379,2.0210361688262237,0.18000042091247156,30.0,0.5629838717410708
