G_gas,capture_rate,E_specific_GJ,flood_fraction,alpha_rich,swept_variable,L_liq,y_CO2_in,T_L_in_C,alpha_lean,T_ic_C
0.6,98.89783653605666,4.173598145234722,0.3777822108809293,0.37001292953126097,G_gas,,,,,
0.6127118644067796,97.12904175381138,4.169018587949137,0.3857860712809489,0.37053668128662975,G_gas,,,,,
0.6254237288135593,97.10293246333363,4.151445366648007,0.3937899316809687,0.3725984406971251,G_gas,,,,,
0.638135593220339,97.4308225102271,4.131907463664631,0.4017937920809883,0.3749922934518499,G_gas,,,,,
0.6508474576271186,97.69836659259266,4.113589599209719,0.409797652481008,0.3773403943352157,G_gas,,,,,
0.6635593220338983,97.81437867277172,4.0970677598244265,0.41780151288102774,0.37955021026362146,G_gas,,,,,
0.676271186440678,97.75302658645955,4.082412732433959,0.42580537328104745,0.38158790094820444,G_gas,,,,,
0.6889830508474576,97.48449957550987,4.069734881976402,0.43380923368106705,0.38341283101411283,G_gas,,,,,
0.7016949152542373,97.08804260672117,4.05840458725687,0.4418130940810868,0.38509504534484335,G_gas,,,,,
0.714406779661017,97.08420164833211,4.0448382554824605,0.4498169544811065,0.3871760800810627,G_gas,,,,,
0.7271186440677966,97.08046013140962,4.031746272960419,0.4578208148811262,0.38925697170063644,G_gas,,,,,
0.7398305084745762,97.076818249343,4.019102945540091,0.4658246752811458,0.3913379283820058,G_gas,,,,,
0.752542372881356,97.07328183349824,4.006886148169764,0.47382853568116556,0.39341885498028173,G_gas,,,,,
0.7652542372881356,97.06984545536987,3.995074625068232,0.4818323960811852,0.3954997568620375,G_gas,,,,,
0.7779661016949153,97.06650279673914,3.983648509724489,0.489836256481205,0.39758063939396204,G_gas,,,,,
0.7906779661016949,97.06632699572826,3.9725705972469796,0.4978401168812246,0.3996650678699495,G_gas,,,,,
0.8033898305084746,97.06620407555202,3.9618432516245243,0.5058439772812443,0.4017494891916604,G_gas,,,,,
0.8161016949152542,97.06599520644443,3.9514500912283816,0.513847837681264,0.4038339033590894,G_gas,,,,,
0.8288135593220339,97.06570693615663,3.9413757394377096,0.5218516980812837,0.4059183103722311,G_gas,,,,,
0.8415254237288136,97.06535752497642,3.931606841913892,0.5298555584813034,0.40800247342766055,G_gas,,,,,
0.8542372881355933,97.06494068645466,3.9221286854047333,0.5378594188813232,0.41008662217425135,G_gas,,,,,
0.8669491525423729,97.06447417658374,3.912929541860059,0.5458632792813427,0.41217051265377336,G_gas,,,,,
0.8796610169491526,97.06394405850857,3.9039957466416246,0.5538671396813625,0.41425450543745257,G_gas,,,,,
0.8923728813559322,97.06336743379816,3.8953169909964505,0.5618710000813821,0.4163383547782723,G_gas,,,,,
0.9050847457627119,97.06274863640841,3.886882528893078,0.5698748604814019,0.4184220553099637,G_gas,,,,,
0.9177966101694915,97.0620782326059,3.8786812072449237,0.5778787208814214,0.42050585993440837,G_gas,,,,,
0.9305084745762713,97.0613798622721,3.870704954181857,0.5858825812814412,0.4225893812491703,G_gas,,,,,
0.9432203389830509,97.06064345352988,3.8629436945241378,0.5938864416814609,0.4246728739448132,G_gas,,,,,
0.9559322033898305,97.05987195632679,3.855388851407193,0.6018903020814806,0.42675633802125146,G_gas,,,,,
0.9686440677966102,97.05906810300579,3.8480322981955593,0.6098941624815002,0.42883977347839974,G_gas,,,,,
0.9813559322033899,97.05824167987875,3.8408667981010587,0.61789802288152,0.43092304223786804,G_gas,,,,,
0.9940677966101695,97.05738799021188,3.8338845589521973,0.6259018832815396,0.4330062788001255,G_gas,,,,,
1.0067796610169493,97.05650921136653,3.827078639046491,0.6339057436815594,0.43508948316506385,G_gas,,,,,
1.019491525423729,97.05560736304861,3.8204424429010313,0.641909604081579,0.4371726553325749,G_gas,,,,,
1.0322033898305085,97.05469199597631,3.8139701456515196,0.6499134644815987,0.43925565006859235,G_gas,,,,,
1.0449152542372881,97.05375736947714,3.8076553253072496,0.6579173248816184,0.44133860902907995,G_gas,,,,,
1.057627118644068,97.05280492962044,3.8014923036144306,0.6659211852816382,0.443421532213904,G_gas,,,,,
1.0703389830508474,97.05183411174124,3.795475672070044,0.6739250456816577,0.44550441962293086,G_gas,,,,,
1.0830508474576273,97.05082000421608,3.7896002760913996,0.6819289060816776,0.44758727125602726,G_gas,,,,,
1.0957627118644069,97.04940586410665,3.7838637197380276,0.6899327664816972,0.4496691620391267,G_gas,,,,,
1.1084745762711865,97.0402388913313,3.778291947272997,0.6979366268817169,0.45173851798466635,G_gas,,,,,
1.1211864406779661,96.889492685986,3.773457075131244,0.7059404872817365,0.4535732074780052,G_gas,,,,,
1.1338983050847458,96.83975319458276,3.7683001603556328,0.7139443476817562,0.4555713733360122,G_gas,,,,,
1.1466101694915256,96.83975318215117,3.7630477194031906,0.721948208081776,0.4576517698980751,G_gas,,,,,
1.159322033898305,96.83975316969308,3.7579104635593548,0.7299520684817955,0.4597321664601379,G_gas,,,,,
1.1720338983050849,96.8397531572084,3.7528846449355564,0.7379559288818153,0.461812563022201,G_gas,,,,,
1.1847457627118645,96.83975314469706,3.74796667649682,0.745959789281835,0.4638929595842639,G_gas,,,,,
1.1974576271186441,96.83975313215889,3.7431531235238746,0.7539636496818547,0.46597335614632673,G_gas,,,,,
1.210169491525424,96.83975311959337,3.7384406956133853,0.7619675100818745,0.46805375270838967,G_gas,,,,,
1.2228813559322034,96.83975310699616,3.7338262391771266,0.769971370481894,0.4701341492704526,G_gas,,,,,
1.2355932203389832,96.83975309432094,3.7293067304041654,0.7779752308819139,0.47221454583251554,G_gas,,,,,
1.2483050847457628,96.83975308086751,3.7248792686530567,0.7859790912819336,0.4742949423945785,G_gas,,,,,
1.2610169491525425,96.83813091844522,3.7205473002262077,0.7939829516819531,0.4763723209695569,G_gas,,,,,
1.273728813559322,96.8378612684916,3.7162967188859657,0.8019868120819728,0.47845214915225753,G_gas,,,,,
1.2864406779661017,96.74221468731665,3.7124897325685433,0.8099906724819925,0.480350835537778,G_gas,,,,,
1.2991525423728816,95.84297487049979,3.711793059241309,0.8179945328820124,0.4807020427881552,G_gas,,,,,
1.311864406779661,94.80600326311344,3.711703177028131,0.8259983932820317,0.4807474396793132,G_gas,,,,,
1.3245762711864408,93.78122192325503,3.711654184902545,0.8340022536820516,0.48077219241499686,G_gas,,,,,
1.3372881355932205,92.77252153048371,3.71162891097051,0.8420061140820713,0.48078496406640336,G_gas,,,,,
1.35,91.78700664245164,3.7115976638883845,0.850009974482091,0.48080075626378327,G_gas,,,,,
,38.65099633347982,3.5567317552513806,0.6874410016470847,0.48206699218865934,L_liq,2.0,,,,
,42.11995635481861,3.5676936071352254,0.6909606965720447,0.48200681149716607,L_liq,2.169491525423729,,,,
,45.620184259171126,3.5782501449161277,0.6945166186250179,0.48194200553166905,L_liq,2.3389830508474576,,,,
,49.15103486767741,3.5884493675392024,0.698109330011192,0.4818704179804706,L_liq,2.5084745762711864,,,,
,52.71314850122468,3.598326240614231,0.7017394046293203,0.48179408110334515,L_liq,2.6779661016949152,,,,
,56.30330932328216,3.6079312560353007,0.7054074283773347,0.4817003517107988,L_liq,2.847457627118644,,,,
,59.92347298008755,3.6172789386022535,0.7091139994675967,0.4815986294259912,L_liq,3.016949152542373,,,,
,63.57183950158449,3.6264027930447043,0.7128597287521362,0.4814827488194259,L_liq,3.1864406779661016,,,,
,67.24529696137566,3.6353355244297805,0.7166452400582555,0.48134580987849934,L_liq,3.3559322033898304,,,,
,70.94512977595116,3.644088436775696,0.7204711705348824,0.48119301598627195,L_liq,3.5254237288135593,,,,
,74.66820368732876,3.6526886134182996,0.7243381710100776,0.48101849459916424,L_liq,3.694915254237288,,,,
,78.45416124906654,3.660982169927457,0.728246906360117,0.4809200180811947,L_liq,3.864406779661017,,,,
,82.3165537732915,3.6689398197606216,0.7321980558905894,0.4809157066521028,L_liq,4.033898305084746,,,,
,86.21733948258654,3.676738484923697,0.7361923137299672,0.4809080668877027,L_liq,4.203389830508474,,,,
,90.15440313594668,3.6843978353598015,0.7402303892361305,0.4808920076633057,L_liq,4.372881355932203,,,,
,94.12016587644749,3.691956115195205,0.7443130074163429,0.48085245928407505,L_liq,4.5423728813559325,,,,
,96.8379222969244,3.7040755428682086,0.7484409093612036,0.47839527598012843,L_liq,4.711864406779661,,,,
,96.83975310076158,3.7263634405782047,0.7526148526931183,0.4711627897928059,L_liq,4.881355932203389,,,,
,96.83975314156922,3.749048888133116,0.7568356120298628,0.46441236060512786,L_liq,5.0508474576271185,,,,
,96.83975317946765,3.772118229629551,0.7611039794638299,0.45810027097509126,L_liq,5.220338983050848,,,,
,96.91682165860878,3.7952172081991873,0.7654207650575885,0.4523117846530671,L_liq,5.389830508474576,,,,
,97.04229263672343,3.818426789664937,0.7697867973564008,0.44695338042000365,L_liq,5.5593220338983045,,,,
,97.04309155394625,3.842563416917724,0.7742029239183819,0.4417192522508177,L_liq,5.728813559322034,,,,
,97.04342457736863,3.867061473582224,0.7786700118630121,0.43678536351145525,L_liq,5.898305084745763,,,,
,97.04373639036675,3.8919144619434882,0.7831889484387503,0.43212697187922855,L_liq,6.067796610169491,,,,
,97.04402809239461,3.917116920551137,0.7877606416105263,0.42772175370497184,L_liq,6.23728813559322,,,,
,97.04430185525507,3.94266406312602,0.7923860206679297,0.4235496158571002,L_liq,6.406779661016949,,,,
,97.044559387133,3.968551294598301,0.7970660368549523,0.41959253666089313,L_liq,6.576271186440678,,,,
,97.0448087522728,3.994774799632736,0.8018016640221785,0.4158341805142203,L_liq,6.745762711864407,,,,
,97.04504434802983,4.021329774102422,0.8065938993023655,0.41226005751187056,L_liq,6.915254237288135,,,,
,97.04526112913301,4.048211480459748,0.8114437638103946,0.4088570643421663,L_liq,7.084745762711864,,,,
,97.045472772359,4.075417245863354,0.8163523033686283,0.40561297316608663,L_liq,7.254237288135593,,,,
,97.04566789046805,4.102941948790706,0.8213205892587521,0.40251712772849646,L_liq,7.423728813559322,,,,
,97.04585932181881,4.130783279827435,0.8263497190012424,0.3995593784933416,L_liq,7.59322033898305,,,,
,97.04604739462091,4.158937761294794,0.8314408171636445,0.3967306798580049,L_liq,7.762711864406779,,,,
,97.04622135100105,4.187400501551151,0.8365950361989154,0.3940229722111698,L_liq,7.932203389830509,,,,
,97.04638758810925,4.216168896374673,0.841813557315144,0.39142855777121144,L_liq,8.101694915254237,,,,
,97.04655194083728,4.245240544547087,0.8470975913780254,0.38894036972238993,L_liq,8.271186440677965,,,,
,97.04670422804445,4.274610721870386,0.8524483798475394,0.38655220892422393,L_liq,8.440677966101696,,,,
,97.0468503044252,4.304277195942879,0.8578671957503544,0.3842580702046283,L_liq,8.610169491525424,,,,
,97.0469955428588,4.334237925383096,0.8633553446895554,0.3820524121115375,L_liq,8.779661016949152,,,,
,97.04713516114674,4.3644892216284426,0.8689141658933822,0.3799303016734645,L_liq,8.94915254237288,,,,
,97.04726474975269,4.395027374068276,0.8745450333047421,0.3778871726824865,L_liq,9.118644067796609,,,,
,97.0473895839279,4.425850585463054,0.8802493567133629,0.3759186104429135,L_liq,9.288135593220339,,,,
,97.04751912412057,4.456958235354544,0.8860285829325438,0.3740204274600656,L_liq,9.457627118644067,,,,
,97.04763512390623,4.488343842570478,0.8918841970225685,0.37218925729261604,L_liq,9.627118644067796,,,,
,97.04775159445698,4.520007923012218,0.8978177235629526,0.3704213632386366,L_liq,9.796610169491526,,,,
,97.04786418491551,4.551947067002019,0.9038307279758152,0.36871360163545175,L_liq,9.966101694915254,,,,
,97.04796884869457,4.5841578175079825,0.9099248179027881,0.367063039098722,L_liq,10.135593220338983,,,,
,97.0480785776664,4.616641203434897,0.9161016446380051,0.3654666075345983,L_liq,10.305084745762711,,,,
,97.04817664829369,4.649390507681983,0.9223629046198568,0.3639220016187319,L_liq,10.47457627118644,,,,
